class,text,Label,text_clean
Camera, Why did I trade in my Coolpix 950 for the 995  After owning and using the 950 for almost a year there were just a few shortcomings that irritated me to the point that I didn t enjoy using the camera anymore  So I realized that there were only a few options open to me  Either dump it in my drawer and forget about it  only to be taken out when absolutely necessary  or trade it in for one of the newer generation of digital cameras while it was still worth something What exactly were those irritating traits I hear you ask  The number one failure for me was its dismal battery life  Take a couple of pictures  scroll through your shots to decide which ones are keepers and which ones to delete  and before you know it  the screen is dead   due to a dead battery  The other main downfall for me was the way the Nikon engineers had set up the options menu concerning the self timer and close up features  viz  that you could have the one or the other  but not both  This was a big no no for me as I especially needed the timer feature while taking highly magnified close up shots of watch movements  Seeing as it s almost impossible to depress the shutter without even a tiny amount of camera movement  the timer feature would have come in handy had it been an option  Well  it  was  an option  just not one to be used simultaneously with the close up feature Fortunately a friend at work was keen on buying my 950  so now the prospect of getting the 995 was made much more affordable  The main reason that I didn t change brands  but decided to stick with the Nikon  was that I absolutely loved the incredibly sharp and bright pictures of the former  regardless of whether they were taken in the regular mode or using macro So how does the 995 stack up against its older generation sibling  Here is a brief rundown keeping in mind what my main uses of the camera are  which is for close ups of watches and watch parts and general family pictures b The Good b Picture quality is still excellent  with the added benefit of having 4X zoom versus 3X for the newer generation model   8mm to 32mm vs 7mm to 21mm  In the areas of sharpness  contrast  definition and saturation of colors  it seems to be at least as good as the 950  which had an excellent reputation for being outstanding in those areas  To be honest  I can t really tell if one is better than the other as I would need a professional quality printer to be able to give you an absolute answer  My printer  a new Canon S300   2400 X 1200 dpi   is only good enough to show me that they seem to be at least comparable  And certainly excellent enough to satisfy the most demanding users  Macro is unchanged  still an amazing 2cm is the closest focusing distance  Flash is now a pop up unit so red eye  while not entirely eliminated  is greatly reduced  The pop up style flash also has the added advantage in that it is automatically off until you deliberately pop it up  The push and rotate set up to access the different menus and options is very easy  logical and straightforward to use  And  oh yes  battery life has been greatly extended  About two hours of continuous use versus about 10 minutes for its predecessor While I wish that Nikon would put in a separate button or switch for the self timer  at least now one can use the close up feature together with it  The downside being that the self timer only operates in the close up mode which means that the auto focusing is much finer and hence slower versus the regular modes The quick review function is really handy  especially considering the delay between the time the shutter is pressed and the picture is actually taken  so one can see whether one made the shot or not  and if so whether it s a keeper or not b The Bad b No complaints from me this time about inadequate documentation  This is a company that obviously listens to their customers  The instruction booklet is complete  and for those requiring larger print  the complete manual is available on the supplied CDROM  While I was amazed at the brightness and resolution of the 950 s viewing screen  I m not too enthusiastic about the one on the 995  Not only is it a little smaller   4 7cm versus 5cm   but a lot less bright and  regardless of how I adjust the viewing options  lower resolution  especially in low light conditions  Oh well  I guess that s the price users have to pay for the greatly extended battery life  I have a sneaking suspicion that that the amazing viewing screen was the main culprit for the 950 s dismal battery life This is still not a camera for sports aficionados  due to the delay from the time the shutter is released till the time the shot is actually taken  In fact  there is still so much lag that one will probably find this camera inadequate for candid shots  especially if your children are anywhere near as active as mine  I honestly don t think that this is just a shortcoming of Nikon digital cameras in general  or this one in particular  but of all digital cameras  due to the way they work  I think that it will be a few more years before digital cameras will be able to match regular film cameras in the area of speed  When you see the sports action photographers going digital  then you ll know that they ve overcome that weakness The viewfinder is still not much to write home about  But I realize that if Nikon were to give it a true through the lens viewfinder  both the cost and size would increase dramatically This final criticism is not really a serious one  But now one has so many options that when one scrolls through the different menus some have more than one page  Read the instructions and just practice going through them to get comfortable and familiar with all of them and how to switch between them  In order to see how intuitive the camera is to use  I managed to figure them all out without reading the instruction booklet  To all of my friends and family whom I have chided in the past for not reading the instructions  I humbly apologize  As the saying goes  when all else fails  read the instructions b The Ugly b While still not an attractive camera by any means   the Canon Elph wins that award hands down   the swivel feature definitely makes the camera easier to hold firmly and minimizes its bulk while not in use  The 995 doesn t have the same metal body as the 950  so it does give the impression of being less solidly built than the latter  Although my experience has been that the polycarbonate type of plastics that the camera manufacturers use is very tough  On the plus side it does have the added advantage of reducing the cameras weight b A few important manufacturers specifications b i CCD i  28 5mm CCD capable of 3 34 million pixels i Image Size i  640X480  VGA  pixels to 2048X1536 pixels  full i Lens i  f8 4X zoom  8mm to 32mm  approximately 38mm to 150mm 35mm equivalent i Focus i  5 area multi AF and Spot  manual focus in 50 steps   both from 2cm to infinity i Exposure   Metering i  Manual plus numerous auto and programmed options  256 segment Matrix  Center Weighted and Spot i Viewfinder i  Not through the lens  but with real zoom and diopter adjustment i Monitor i  4 7cm covering 97  of frame i Storage i  Compact Flash Types1 and 2 in JPEG and RGB TIFF i Dimensions i  138mm X 82mm X 40mm i Weight i  390g sans battery i Battery i  Rechargeable Li ion   supplied with both one battery and the charger  which doubles as an AC adaptor  Final Thoughts b Although the 995 comes with a USB cable to hook it up directly to one s comp  I still prefer to use a card reader as it frees up the camera for other uses  Coupled with the fact that I don t need to deplete the camera s battery or hook up the AC adaptor  As I mentioned in my 950 review  even although the prices of mega storage cards have fallen dramatically  I m still not a fan of them for the reasons given  I use either a 16MB or 32MB Compact Flash card  Maybe I would be more keen on them if I printed larger photos  As I don t print anything larger than 8  X 10  I don t need the higher resolution  hence no need for massive storage cards  All in all I m very happy with my purchase and even although I miss the incredible clarity of the 950 s viewing screen  I m pleased that I made the upgrade  Email me for any further questions or comments  Gary  ,1,did trade coolpix 950 995 owning using 950 year just shortcomings irritated point didn enjoy using camera anymore realized options open dump drawer forget taken absolutely necessary trade newer generation digital cameras worth exactly irritating traits hear ask number failure dismal battery life couple pictures scroll shots decide ones keepers ones delete know screen dead dead battery main downfall way nikon engineers set options menu concerning self timer close features viz big especially needed timer feature taking highly magnified close shots watch movements seeing impossible depress shutter tiny camera movement timer feature come handy option option just used simultaneously close feature fortunately friend work keen buying 950 prospect getting 995 affordable main reason didn change brands decided stick nikon absolutely loved incredibly sharp bright pictures regardless taken regular mode using macro does 995 stack older generation sibling brief rundown keeping mind main uses camera close ups watches watch parts general family pictures good picture quality excellent added benefit having 4x zoom versus 3x newer generation model 8mm 32mm vs 7mm 21mm areas sharpness contrast definition saturation colors good 950 excellent reputation outstanding areas honest really tell better need professional quality printer able absolute answer printer new canon s300 2400 1200 dpi good comparable certainly excellent satisfy demanding users macro unchanged amazing 2cm closest focusing distance flash pop unit red eye entirely eliminated greatly reduced pop style flash added advantage automatically deliberately pop push rotate set access different menus options easy logical straightforward use oh yes battery life greatly extended hours continuous use versus 10 minutes predecessor wish nikon separate button switch self timer use close feature downside self timer operates close mode means auto focusing finer slower versus regular modes quick review function really handy especially considering delay time shutter pressed picture actually taken shot keeper bad complaints time inadequate documentation company obviously listens customers instruction booklet complete requiring larger print complete manual available supplied cdrom amazed brightness resolution 950 viewing screen enthusiastic 995 little smaller 7cm versus 5cm lot bright regardless adjust viewing options lower resolution especially low light conditions oh guess price users pay greatly extended battery life sneaking suspicion amazing viewing screen main culprit 950 dismal battery life camera sports aficionados delay time shutter released till time shot actually taken fact lag probably camera inadequate candid shots especially children near active honestly don think just shortcoming nikon digital cameras general particular digital cameras way work think years digital cameras able match regular film cameras area speed sports action photographers going digital ll know ve overcome weakness viewfinder write home realize nikon true lens viewfinder cost size increase dramatically final criticism really options scrolls different menus page read instructions just practice going comfortable familiar switch order intuitive camera use managed figure reading instruction booklet friends family chided past reading instructions humbly apologize saying goes fails read instructions ugly attractive camera means canon elph wins award hands swivel feature definitely makes camera easier hold firmly minimizes bulk use 995 doesn metal body 950 does impression solidly built experience polycarbonate type plastics camera manufacturers use tough plus does added advantage reducing cameras weight important manufacturers specifications ccd 28 5mm ccd capable 34 million pixels image size 640x480 vga pixels 2048x1536 pixels lens f8 4x zoom 8mm 32mm approximately 38mm 150mm 35mm equivalent focus area multi af spot manual focus 50 steps 2cm infinity exposure metering manual plus numerous auto programmed options 256 segment matrix center weighted spot viewfinder lens real zoom diopter adjustment monitor 7cm covering 97 frame storage compact flash types1 jpeg rgb tiff dimensions 138mm 82mm 40mm weight 390g sans battery battery rechargeable li ion supplied battery charger doubles ac adaptor final thoughts 995 comes usb cable hook directly comp prefer use card reader frees camera uses coupled fact don need deplete camera battery hook ac adaptor mentioned 950 review prices mega storage cards fallen dramatically fan reasons given use 16mb 32mb compact flash card maybe keen printed larger photos don print larger 10 don need higher resolution need massive storage cards happy purchase miss incredible clarity 950 viewing screen pleased upgrade email questions comments gary
Camera, Excellent reproduction for cost  Excellent resolution and more than satisfactory resolution  Easily makes excellent print reproductions that are a better quality than 35mm  Camera easy to use as it operates in both manual or automatic modes  Uses 4 AA batteries to add life to number of pictures it can take before power dies  Nikon lens is  as usual of Nikon quality  excellent  Have used camera for six months with only satisfactory results  Especially like macro feature which allows pictures to be taken within 3 inches of subject  Camera is built to fit hand and all features are within easy reach  Anyone looking for high quality results at a moderate cost should consider purchasing this product br br  ,1,excellent reproduction cost excellent resolution satisfactory resolution easily makes excellent print reproductions better quality 35mm camera easy use operates manual automatic modes uses aa batteries add life number pictures power dies nikon lens usual nikon quality excellent used camera months satisfactory results especially like macro feature allows pictures taken inches subject camera built fit hand features easy reach looking high quality results moderate cost consider purchasing product br br
Camera, This is my 5 year old s third digital camera  The first two  JamCam Jr  JamCam 2  were just too darned cheesy and hard to use   Who would have thought it  a kidcam being hard to use  After those experiences with kidcams  I wanted to get him a low end real camera  not a toy  He s been using my Canon Powershot S10 since he was 2  and loves it  A new camera for him didn t have to be quite that good  but it needed to have an LCD display  it needed to have a flash  it needed to take decent pictures  it needed to use replaceable media  and it needed to be relatively cheap This camera fills that bill nicely When I first got it I tried to feed it alkalines  Bad move  Brand new alkalines show dead almost instantly  I read up on battery characteristics and bought some NiMHs  and their life has been perfectly acceptable  I haven t tested how long they live   obviously that ll depend on how much you use the LCD and how much you use the flash   but it hasn t been a problem so far If you have Windows XP  ME  maybe  not sure  then the software is the best  none  Plug it in and Windows recognizes it as a disk drive  sees all those  JPG files  and offers to do picture type stuff with them  Cool  No third party drivers I believe it loses its clock setting when you replace the batteries  Boo hiss  It resets the picture number when you empty it  so you can t get unique file names for all your pictures from the camera It d be nice if it d display the estimated remaining number of pictures on a separate low power LCD like the S10 does  but since media prices have gotten so low I just bought a 64M card and it s usually not an issue One of the most telling endorsements is that when I want to take a quick picture of something around the house  if I see this camera before I see the Canon  I ll use it  ,1,year old digital camera jamcam jr jamcam just darned cheesy hard use thought kidcam hard use experiences kidcams wanted low end real camera toy using canon powershot s10 loves new camera didn quite good needed lcd display needed flash needed decent pictures needed use replaceable media needed relatively cheap camera fills nicely got tried feed alkalines bad brand new alkalines dead instantly read battery characteristics bought nimhs life perfectly acceptable haven tested long live obviously ll depend use lcd use flash hasn problem far windows xp maybe sure software best plug windows recognizes disk drive sees jpg files offers picture type stuff cool party drivers believe loses clock setting replace batteries boo hiss resets picture number unique file names pictures camera nice display estimated remaining number pictures separate low power lcd like s10 does media prices gotten low just bought 64m card usually issue telling endorsements want quick picture house camera canon ll use
Auto, Bought this car used in 1995 and have put on about 100 000 miles of mixed highway  city driving Performance  Very good Acceleration is sprightly and smooth  Because of the small displacement 2 5L V6  low end torque is only decent  Handling is good on the stock wheels but as I lucked into some almost new Ronal mags for  125us  the increased offset of the wheels improves handling markedly  The wider track definitely improved cornering capability and decreased body roll Reliability  Average Had some brake problems but they were the fault of the brake shop  Speedy Muffler and Brake  Discs warped 3 successive times after new pads and disc grind  New pads installed by another shop have been fine  Still on original discs after 100 000 miles  Same for clutch and exhaust system  Recently replaced igniter  serpentine belt  Some valve chatter in the mornings  warranty service fixed this twice but problem has returned  Not a big deal unless the chatter continues after driving  meaning the valves aren t sealing  Haven t had any trouble with electrical systems  Parts are quite expensive compared to other Japanese makers Exterior  Average Fit and finish is typical Mazda  Better than American but not as good as Toyota and Honda  Paint is also typical Mazda  thin  ,0,bought car used 1995 100 000 miles mixed highway city driving performance good acceleration sprightly smooth small displacement 5l v6 low end torque decent handling good stock wheels lucked new ronal mags 125us increased offset wheels improves handling markedly wider track definitely improved cornering capability decreased body roll reliability average brake problems fault brake shop speedy muffler brake discs warped successive times new pads disc grind new pads installed shop fine original discs 100 000 miles clutch exhaust recently replaced igniter serpentine belt valve chatter mornings warranty service fixed twice problem returned big deal unless chatter continues driving meaning valves aren sealing haven trouble electrical systems parts quite expensive compared japanese makers exterior average fit finish typical mazda better american good toyota honda paint typical mazda
Camera, I was not much of a photographer  but my Sony Mavica FD73 changed my life  Digital cameras are an excellent way to take share and store memories  Instead of a shoebox full of crumbled and bent glossies  I now have a folder full of files  Not only can I view the photos when I want  but I can email them to friends and family  It is fast and fun and the best way to keep friends updated on your activities  I have some friends who regularly send baby photos via email and I always know how the toddler is growing even though we live states away  I think the best aspect of the digital camera is the instant processing You take a shot and can view it from the camera  No need to wait for prints  If you didn t capture the scene you wanted  you simply take the picture again  Plus  you can delete all of the bad photos of yourself without anyone knowing It is so user friendly  The screen is easy to use and it is very easy to tab from one menu to another  I prefer Sony because you can instantly take the disk to your computer and email it to a friend or print the image  No file conversions  no waiting  Quick and easy  Software comes with the camera  The new battery technology is getting better and you can charge the battery to last for hours  You will definitely wish to invest in a small camera bag I bought a refurbished camera from the manufacturer and have had no problems with my camera  Buying a refurbished camera saved me a couple hundred bucks     ,1,photographer sony mavica fd73 changed life digital cameras excellent way share store memories instead shoebox crumbled bent glossies folder files view photos want email friends family fast fun best way friends updated activities friends regularly send baby photos email know toddler growing live states away think best aspect digital camera instant processing shot view camera need wait prints didn capture scene wanted simply picture plus delete bad photos knowing user friendly screen easy use easy tab menu prefer sony instantly disk computer email friend print image file conversions waiting quick easy software comes camera new battery technology getting better charge battery hours definitely wish invest small camera bag bought refurbished camera manufacturer problems camera buying refurbished camera saved couple bucks
Auto, I bought my 1998 Intrigue GL in the beginning of 1999 with 12 000 miles on it a lot lower price than a new one  I first saw the Intrigue in an episode of the X Files and I thought that it was a sharp looking 4 door  I had no plans on running right out and buying one but when my wifes car started to go we started looking  We found a slightly used Intrigue GL and just couldn t pass it up The car has excellent power from the 3800 Series II engine with a smooth  equally matched transmission  There is plenty of interior room both in front and in the rear seat  The trunk is spacious and with the fold down rear seats offers even more hauling capacity  The automatic dual climate control system is great  especially for couples who have two different opinions on how hot or cold the car should be Overall  this car is an excellent deal  I would recommend it to a friend with no quams  I just wish that the car was a bit sportier but I intend to take care of that by adding a spoiler br br  ,0,bought 1998 intrigue gl beginning 1999 12 000 miles lot lower price new saw intrigue episode files thought sharp looking door plans running right buying wifes car started started looking slightly used intrigue gl just couldn pass car excellent power 3800 series ii engine smooth equally matched transmission plenty interior room rear seat trunk spacious fold rear seats offers hauling capacity automatic dual climate control great especially couples different opinions hot cold car overall car excellent deal recommend friend quams just wish car bit sportier intend care adding spoiler br br
Camera, 1  Can you see the picture of the camera direct on TV using AV cable  I think elph has NTSC output  where as here it is Ixus V with PAL color video out Yes  There is a proprietary cable that connect the elph to TV  USB or the Canon printer  The TV output is on normal RCA jacks  one more for mono sound since this can take small movies  It can output both PAL and NTSC  Mine is set obviously on ntsc  Ixus V is the same   my manual has that on it too  2  Can you record the audio of the picture  few seconds Yes  I need to get a big memory stick  I am waiting for deals to show up  The resolution is not that great in video mode  Sound sensitivity is pretty good for the size of the camera  3  Have you synchronized the camera direct with PC using serial port or USB Only USB comes with it  I have left the usb cable attached and just plug the camera back and forth 4  How many pictures you can take per minute or what is the time required to take consecutive pictures This is not a professional camera at all  It does take a second or so before it takes the pictures  Usually I can do around one picture every 2 seconds  It does have continuous picture mode  but that does not work real well   fast enough  I do not have exact numbers 5  The memory stick size you have 8M or 16M or both  Can the memory stick keep the pictures if you remove it out of he camera and for how long Mem stick is called the Compact Flash   available from anyone  I do not recommend the Memory stick  because as Betamax  it is proprietary Sony technology  and eventually  they will have to keep up with Compact Flash and the other memory flash product  This is flash memory so it stays good all the time  I can use the same card in other cameras and move it back to my camera and still continue using it  I have 8m  I get a free 16m that I will apply for  rebate  And in a couple of weeks   Jan or so  I will buy a 80 96 or 128mb card 7  Can you resize the photo direct from the camera by panning and tilting the picture for editing before saving it to the memory Only thing camera can do is rotate pics  Everything else is done on the computer  The coolest program is one that stitches pictures together  That way  I can get a good panoramic picture 8  Can you also change the resolution of the camera after picture has been taken at highest resolution No  Only view it 9  any more useful experience Many  The flash is tiny  If I take a picture indoors  the flash only illuminates the item if it is within 3 feet  else it looks real bad  Also  everyone still gets red eye  Indoor  also has a problem with good balancing  Also  many pictures were coming out to be blurred  Was disappointed with results in low light  Outdoor pics are much nicer  10  What is the battery type Lith ion and what is the capacity  How often you need to recharge Lith ion  Since operation requires that you use the lcd  it eats up after around a 100 pictures  after which I have to recharge  11  The TFT screen is the color screen visible in day light Yes  It is quite bright and high res  I do like the camera  It does have its flaws  which do not allow for professional to semi professional photography  Also  the lcd does not have a protective cover  which I think is really dumb  Last  the curvature of the flash and red eye flash make it impossible to clean if dust comes on it  Last  it is made in Japan  ,1,picture camera direct tv using av cable think elph ntsc output ixus pal color video yes proprietary cable connect elph tv usb canon printer tv output normal rca jacks mono sound small movies output pal ntsc set obviously ntsc ixus manual record audio picture seconds yes need big memory stick waiting deals resolution great video mode sound sensitivity pretty good size camera synchronized camera direct pc using serial port usb usb comes left usb cable attached just plug camera forth pictures minute time required consecutive pictures professional camera does second takes pictures usually picture seconds does continuous picture mode does work real fast exact numbers memory stick size 8m 16m memory stick pictures remove camera long mem stick called compact flash available recommend memory stick betamax proprietary sony technology eventually compact flash memory flash product flash memory stays good time use card cameras camera continue using 8m free 16m apply rebate couple weeks jan buy 80 96 128mb card resize photo direct camera panning tilting picture editing saving memory thing camera rotate pics computer coolest program stitches pictures way good panoramic picture change resolution camera picture taken highest resolution view useful experience flash tiny picture indoors flash illuminates item feet looks real bad gets red eye indoor problem good balancing pictures coming blurred disappointed results low light outdoor pics nicer 10 battery type lith ion capacity need recharge lith ion operation requires use lcd eats 100 pictures recharge 11 tft screen color screen visible day light yes quite bright high res like camera does flaws allow professional semi professional photography lcd does protective cover think really dumb curvature flash red eye flash make impossible clean dust comes japan
Auto, I bought a Corolla in 1995  It was my first car and is still my only car  My parents purchased the car for me because it was relatively cheap  and much more sturdy than a Honda Civic  Toyota Corolla is probably one of the most reliable cars anyone can purchase  I would recommend that parents buy their children this car to ensure their safety and general well being  My Corolla has only broken down once in five years  and that was due to a problem with my alternator  I have had a few flat tires  but never any major problems  Maintaining a Corolla is pretty inexpensive  Corolla parts are expensive  since it is a foreign car  However it is rare that you will ever have to replace any parts except for routine tune ups and maintanence  I love driving my Corolla because it has an excellent stereo system  My uncle owns a BMW and his stereo does not sound as great as mine  I recently installed a six  cd changer  and the stereo surround is almost as great as my home stereo system  I also find the car very easy to handle and manuever  My brakes are also excellent  however  no matter how new your brakes are they still squeak  I have also been in two minor accidents  and my car has only been slightly dented  Who would think that a little car like the Corolla would stand up to sturdier cars This car is a definite buy for students  people living on limited income  and people who want to keep their cars for a very long time  This car is great on gas  especially since gas prices have skyrocketed br br  ,0,bought corolla 1995 car car parents purchased car relatively cheap sturdy honda civic toyota corolla probably reliable cars purchase recommend parents buy children car ensure safety general corolla broken years problem alternator flat tires major problems maintaining corolla pretty inexpensive corolla parts expensive foreign car rare replace parts routine tune ups maintanence love driving corolla excellent stereo uncle owns bmw stereo does sound great recently installed cd changer stereo surround great home stereo car easy handle manuever brakes excellent matter new brakes squeak minor accidents car slightly dented think little car like corolla stand sturdier cars car definite buy students people living limited income people want cars long time car great gas especially gas prices skyrocketed br br
Auto, I had a 1984 Saab  a 1996 Saab and now a 1999 S3  One of the things I like the best about this car is the way it looks  which is what made me buy it in the first place While I love Saabs and the way they drive  the 93 is my fav so far  Saab has said there were 1000 changes from the 900 to the current model  One of the things I noticed is the handling  which is much tighter  Also  the ride is slightly less bouncy and more steady Saab has continued to put the ignition on the floor and it has lots of cool features   the heated seats  CD player  back wiper and weather radio  But perhaps the best part is the storage  I have moved in and out of college and grad school in Saabs  I have known people who have fit fridges and other large items in the back  And when those seats go down the large mouth can fit almost anything My mom continues to proclaim that the Saab is a fun ride  If you are not looking for a car that can hold five adults  what something that is cool looking with style and has lots of cargo space   check it out It also takes a beating  I was hit from the front and the rear at the same time during a Boston snowstorm and my car was the only one not on a tow truck br br  ,0,1984 saab 1996 saab 1999 s3 things like best car way looks buy place love saabs way drive 93 fav far saab said 1000 changes 900 current model things noticed handling tighter ride slightly bouncy steady saab continued ignition floor lots cool features heated seats cd player wiper weather radio best storage moved college grad school saabs known people fit fridges large items seats large mouth fit mom continues proclaim saab fun ride looking car hold adults cool looking style lots cargo space check takes beating hit rear time boston snowstorm car tow truck br br
Camera, My wife is an avid 35mm camera buff and is still not sold on digital photography  Well I came across a good deal on a Polaroid PDC 1300 camera and despite some shortcomings  I am quite impressed of what you get for the price First of all  Windows XP users may be a bit frustrated  The camera will not work with the simple and easy to use  built in  digital camera software that works so well with scanners and other input devices  So  you have to install the Polaroid software though a compatibility wizard  It installs but I was unable to use the USB cord  so I had to go with the much slower  seems like it  serial plug  A good solution would be to spend a little extra money and get a universal CompactFlash reader that works like a disk device in Windows XP  Makes it much easier Now  on to the camera  It takes really good pictures  They are clear and crisp at all resolutions  The only bad picture I had was when I was taking pictures outside at dusk  They seemed to be quite dull  There isn t an adequate zoom on the camera  so you really have to move in to fill the frame  The LCD screen and the menu options work quite well and are an added bonus for the low cost to the camera  The included software is pretty basic but if basic is what you want  XP s software is much easier and faster to use  Windows 95 98 ME users will have no problems installing the software The camera consumes the batteries quite quickly  so be sure to turn it off when not in use  The LCD screen also eats a lot of power  When the batteries are low  there really is no warning and when you go to take a picture  it will flash and then turn off  I would recommend taking a pocketful of batteries with you on trips  It also includes a USB and Serial cord  a protective case and an 8 Meg card  I would recommend getting at least a 32 meg card  Overall  if you can find this camera for under  200 00  it is a great price and very good for basic use  Those wanting more features are better off with one with more  bells and whistles  ,1,wife avid 35mm camera buff sold digital photography came good deal polaroid pdc 1300 camera despite shortcomings quite impressed price windows xp users bit frustrated camera work simple easy use built digital camera software works scanners input devices install polaroid software compatibility wizard installs unable use usb cord slower like serial plug good solution spend little extra money universal compactflash reader works like disk device windows xp makes easier camera takes really good pictures clear crisp resolutions bad picture taking pictures outside dusk quite dull isn adequate zoom camera really frame lcd screen menu options work quite added bonus low cost camera included software pretty basic basic want xp software easier faster use windows 95 98 users problems installing software camera consumes batteries quite quickly sure turn use lcd screen eats lot power batteries low really warning picture flash turn recommend taking pocketful batteries trips includes usb serial cord protective case meg card recommend getting 32 meg card overall camera 200 00 great price good basic use wanting features better bells whistles
Camera, So you think that you want to buy a digital camera  Well have I got news for you  These things are not at all as easy as they look  I thought that all I would have to do is buy one of these cameras and take some pictures and in a dew minutes I would have pictures to send everyone through email  That is not at all the case I went out and bought myself a nice digital camera that was not a lot of money but yet cost a pretty good penny  When I got home I sat down and read the manual that was only about four hundred pages long and only took me all day to read  Then I thought that I had it but this was only the start  Once I took a picture which only took me about an hour to figure out how to do I tried to down load it to my computer  This was one of the hardest things I have ever tried to do which is probably because I am not too good on the computer any ways  After awhile I finally figured it all out I think that this probably is one of the best digital cameras because it has a great picture that comes out and is very clear  I guess that I made a good choice when I bought this camera for my needs but feel that I should have just kept my money If I had to tell a friend if they should buy a digital camera I think I would have to have them over and try to use mine and see if they would be able to handle one br br  ,1,think want buy digital camera got news things easy look thought buy cameras pictures dew minutes pictures send email case went bought nice digital camera lot money cost pretty good penny got home sat read manual pages long took day read thought start took picture took hour figure tried load computer hardest things tried probably good computer ways awhile finally figured think probably best digital cameras great picture comes clear guess good choice bought camera needs feel just kept money tell friend buy digital camera think try use able handle br br
Camera, I was looking for a digital camera for quite some time  I wanted one that was easy to carry and care for  would fit compactly into my brief bag  and would be priced properly to make it worth my while to use and send digital images over the internet  One day I entered my needed specifications into a website to search for that camera and only one resulted  It was the PDC640 by Polaroid Corporation  I found one and bought it  I have used this camera almost daily for approximately 5 months now  I take  sometimes  up to 10 pix a day x 5 days a week  With the program provided I can quickly download these pictures and send them on their way with my faxed report  I am a Realtor and I use my camera for business  It has not failed my and for the under  300 price it fit perfectly into my expense structure  It beats developing a partial film  scanning to a disk  then e mailing it  I save a bunch br br  ,1,looking digital camera quite time wanted easy carry care fit compactly brief bag priced properly make worth use send digital images internet day entered needed specifications website search camera resulted pdc640 polaroid corporation bought used camera daily approximately months 10 pix day days week program provided quickly download pictures send way faxed report realtor use camera business failed 300 price fit perfectly expense structure beats developing partial film scanning disk mailing save bunch br br
Auto, I have always owned cars until we bought a 99 GMC Sierra in August  I was VERY skeptical and didn t want it  We were moving to a rural area  we re in Alaska  and I was going to be driving 100 miles ONE WAY three days a week so my husband wanted me in something  quot big quot  This truck drives like a car with all the truck pluses  It s like driving a really BIG  TOUGH car  The push button AUTO 4 wheel drive is WONDERFUL  Alaskan roads can be slippery in parts and fine in others  Auto 4 wheel drive can handle it all  The extended cab is roomy in the back seat as well as the front  comfortably fitting 4 adults  The fold down console arm rest storage area is my favorite part  It is big enough to hold a NUMBER of CD s  a cell phone  and various other  quot necessities quot  It makes driving the truck more comfortable with a place to rest your right arm  as well as easily folding up to make room for another passenger  The easy fold up and down rear seat is also user friendly  I can easily move the seat myself  without assistance from anyone  The only thing I would suggest they do different is put the third door on the drivers side  it would be SO much more convenient there  Maybe I m lazy  but I hate having to walk all the way around to the other side  Oh  My other  big thing  about this truck I love is the keyless entry  It is SO nice to just push a button to unlock the door or relock them  especially if your hands are full  It is also nearly impossible to lock yourself out of this truck when it s running  You have to PHYSICALLY put the key in the door to lock it  One other thing I would change the cup holders  make them more sturdy  they tend to bounce too much and then your drink gets splashed all over the radio heater controls  I would recommend this truck to anyone  single guy  married family  It is easy to get in and out of  it has room  it s reliable  and it s great to drive     ,0,owned cars bought 99 gmc sierra august skeptical didn want moving rural area alaska going driving 100 miles way days week husband wanted quot big quot truck drives like car truck pluses like driving really big tough car push button auto wheel drive wonderful alaskan roads slippery parts fine auto wheel drive handle extended cab roomy seat comfortably fitting adults fold console arm rest storage area favorite big hold number cd cell phone various quot necessities quot makes driving truck comfortable place rest right arm easily folding make room passenger easy fold rear seat user friendly easily seat assistance thing suggest different door drivers convenient maybe lazy hate having walk way oh big thing truck love keyless entry nice just push button unlock door relock especially hands nearly impossible lock truck running physically key door lock thing change cup holders make sturdy tend bounce drink gets splashed radio heater controls recommend truck single guy married family easy room reliable great drive
